Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency
"Syr Alin, the Lion's Claw",FDN,Foundations,582,normal,uncommon,1,100556,5d42be5f-a6a7-4699-abf7-9632de6daede,0.15,false,false,mint,en,USD
Tajuru Pathwarden,FDN,Foundations,558,normal,common,1,101214,da20a0d3-2022-4dea-84c8-85adc5a974f8,0.21,false,false,mint,en,USD
"Tatyova, Benthic Druid",FDN,Foundations,247,normal,uncommon,2,101301,eabc978a-0666-472d-bdc6-d4b29d29eca4,0.15,false,false,mint,en,USD
Taurean Mauler,FDN,Foundations,633,normal,rare,1,101391,fca7caa5-d920-4f06-90bd-214aa4e85cb3,1.0,false,false,mint,en,USD
Teach by Example,FDN,Foundations,666,normal,uncommon,1,100498,516baae5-f7bf-4a90-a80d-192ff19dbae5,0.19,false,false,mint,en,USD
Tempest Djinn,FDN,Foundations,598,normal,rare,1,100692,7766506c-bc18-4ac3-9034-e8f7e54c4039,0.17,false,false,mint,en,USD
Temple of Abandon,FDN,Foundations,696,normal,rare,1,100803,8a990a92-8d0f-489f-ae97-68c90fc5ccf1,0.22,false,false,mint,en,USD
Temple of Deceit,FDN,Foundations,697,normal,rare,1,101244,e18748ce-e52e-4cd1-89d4-cd2578a0d574,0.31,false,false,mint,en,USD
Temple of Enlightenment,FDN,Foundations,698,normal,rare,1,100088,01f23c1a-a0fe-4520-88ed-045aa4044567,0.18,false,false,mint,en,USD
Temple of Epiphany,FDN,Foundations,699,normal,rare,1,100258,224e8255-7bc6-44a2-86af-14f8446f4f77,0.2,false,false,mint,en,USD
Temple of Malady,FDN,Foundations,700,normal,rare,1,100167,10e7d0d5-2329-42a6-b6ff-a5197ba5f1d0,0.23,false,false,mint,en,USD
Temple of Malice,FDN,Foundations,701,normal,rare,1,101199,d78eccc4-1500-43f1-94f5-b39c160b6381,0.29,false,false,mint,en,USD
Temple of Mystery,FDN,Foundations,702,normal,rare,1,101075,bd581f1d-d8ba-47f9-b10b-b7b6d46239ce,0.2,false,false,mint,en,USD
Temple of Plenty,FDN,Foundations,703,normal,rare,1,100624,69762774-c8e1-42de-90b3-5a4d50f5d84d,0.21,false,false,mint,en,USD
Temple of Silence,FDN,Foundations,704,normal,rare,1,100409,408ad759-052a-4949-9adf-7541cb2ef77e,0.22,false,false,mint,en,USD
Temple of Triumph,FDN,Foundations,705,normal,rare,1,101171,d2f58450-838d-4404-a68f-159e82b0e58d,0.2,false,false,mint,en,USD
Terror of Mount Velus,FDN,Foundations,549,normal,rare,1,101500,3959a6c7-d615-4524-b94d-65f4164a2656,2.41,false,false,mint,en,USD
Think Twice,FDN,Foundations,165,normal,common,2,101202,d88faaa1-eb41-40f7-991c-5c06e1138f3d,0.1,false,false,mint,en,USD
Think Twice,FDN,Foundations,165,foil,common,1,101202,d88faaa1-eb41-40f7-991c-5c06e1138f3d,0.1,false,false,mint,en,USD
Thornweald Archer,FDN,Foundations,559,normal,common,2,100193,189f6199-f2fe-49a5-89ca-3c4cb39fbf2b,0.15,false,false,mint,en,USD
Thornwood Falls,FDN,Foundations,269,normal,common,4,100424,42799f51-0f8c-444b-974e-dae281a5c697,0.15,false,false,mint,en,USD
Thrashing Brontodon,FDN,Foundations,560,normal,uncommon,1,101519,592364bf-68b5-4ea0-97d6-c7cadce940fd,0.35,false,false,mint,en,USD
Three Tree Mascot,FDN,Foundations,682,normal,common,1,100412,40b8bf3a-1cb5-4ce2-ac25-9410f17130de,0.15,false,false,mint,en,USD
Thrill of Possibility,FDN,Foundations,210,normal,common,1,101561,882b348c-076b-41d8-b505-063480636669,0.15,false,false,mint,en,USD
Thrill of Possibility,FDN,Foundations,210,foil,common,1,101561,882b348c-076b-41d8-b505-063480636669,0.18,false,false,mint,en,USD
"Tinybones, Bauble Burglar",FDN,Foundations,388,foil,rare,1,100273,25bdc11d-bef3-4823-b8bd-209cdac4ea31,49.49,false,false,mint,en,USD
Tolarian Terror,FDN,Foundations,167,normal,common,3,100270,2569d4f3-55ed-4f99-9592-34c7df0aab72,0.15,false,false,mint,en,USD
Tragic Banshee,FDN,Foundations,73,normal,uncommon,1,100324,30df3e33-2f17-4067-99f1-5db6b0f41fd4,0.1,false,false,mint,en,USD
Tranquil Cove,FDN,Foundations,270,normal,common,2,100719,7c9cabca-5bcc-4b97-b2ac-a345ad3ee43c,0.15,false,false,mint,en,USD
Tribute to Hunger,FDN,Foundations,614,normal,uncommon,1,100170,11f1b897-bb7d-4217-97a7-c89f2453c8fa,0.19,false,false,mint,en,USD
Trygon Predator,FDN,Foundations,667,normal,uncommon,1,101144,cdb88a22-8086-4bf7-89e8-cce929440dd8,0.19,false,false,mint,en,USD
Twinblade Blessing,FDN,Foundations,26,normal,uncommon,1,101310,ecf01cbe-9fcb-4f35-bc6b-2280620b06ff,0.16,false,false,mint,en,USD
Twinblade Paladin,FDN,Foundations,503,normal,uncommon,1,101523,5cd9e73d-de8d-486f-bbbd-a2f5d3f8f686,1.15,false,false,mint,en,USD
Uncharted Haven,FDN,Foundations,564,normal,common,10,97170,172cd5b7-98fc-4add-b858-a0b3dfb75c19,0.15,false,false,mint,en,USD
Uncharted Voyage,FDN,Foundations,53,normal,common,1,101611,e0846820-e595-4743-8a28-29c57d728677,0.05,false,false,mint,en,USD
Undying Malice,FDN,Foundations,528,normal,common,2,100858,97b3cf11-e352-4ee1-8c03-13898f576ef9,0.81,false,false,mint,en,USD
Unflinching Courage,FDN,Foundations,722,foil,uncommon,1,100913,a1201875-b3d8-4f95-801e-bf18ee77919b,0.19,false,false,mint,en,USD
Unsummon,FDN,Foundations,599,normal,common,1,101013,b378d319-ab98-422a-8f72-121a9d26f5c6,0.29,false,false,mint,en,USD
Untamed Hunger,FDN,Foundations,529,normal,common,1,97168,05937911-897b-4638-9536-2e463884f453,0.17,false,false,mint,en,USD
Valorous Stance,FDN,Foundations,583,normal,uncommon,1,101069,bc4c47e3-04b6-4760-9a80-b6acef1e4524,0.19,false,false,mint,en,USD
Vampire Interloper,FDN,Foundations,530,normal,common,1,97179,65455d94-487c-4104-a1a0-149515a90eaa,0.15,false,false,mint,en,USD
Vampire Neonate,FDN,Foundations,531,normal,common,1,97182,86d64a1d-cda4-4c76-8d58-ccab5a6859a0,0.4,false,false,mint,en,USD
Vampire Nighthawk,FDN,Foundations,186,normal,uncommon,1,101474,0a1934ab-3171-4fc6-8033-ad998899ba73,0.22,false,false,mint,en,USD
Vampire Nighthawk,FDN,Foundations,186,foil,uncommon,1,101474,0a1934ab-3171-4fc6-8033-ad998899ba73,0.25,false,false,mint,en,USD
Vampire Soulcaller,FDN,Foundations,75,normal,common,1,101495,2d076293-3b45-4878-8f67-978927cc1f68,0.15,false,false,mint,en,USD
Vampire Spawn,FDN,Foundations,532,normal,common,1,97187,b6fc8d2e-ad63-498d-83b6-5f72b5ae0e67,0.28,false,false,mint,en,USD
Vampiric Rites,FDN,Foundations,615,normal,uncommon,1,100875,9ae0b1e0-a481-4a98-b67b-0cf8bac53fdd,0.2,false,false,mint,en,USD
Vanguard Seraph,FDN,Foundations,28,normal,common,1,101503,4329c861-fc16-4a96-9c03-25af6ac2adc8,0.15,false,false,mint,en,USD
Vengeful Bloodwitch,FDN,Foundations,76,normal,uncommon,4,97189,bd0c12dd-f138-45c0-9614-d83a1d8e8399,0.25,false,false,mint,en,USD
Vengeful Bloodwitch,FDN,Foundations,325,normal,uncommon,1,101593,c944c5dc-9cb6-4dfd-aa90-5e180ffaa0fe,0.66,false,false,mint,en,USD
Venom Connoisseur,FDN,Foundations,648,normal,uncommon,1,100824,90f8d876-3697-4359-9f2b-6053682b556c,0.15,false,false,mint,en,USD
Viashino Pyromancer,FDN,Foundations,634,normal,common,1,100905,9f52ada2-cabc-46a3-99df-271833a86909,0.19,false,false,mint,en,USD
Vile Entomber,FDN,Foundations,616,normal,uncommon,1,100755,833b5a32-5d77-4e46-a524-25bada29ef59,0.37,false,false,mint,en,USD
Vizier of the Menagerie,FDN,Foundations,649,normal,mythic,1,100318,3010ec33-c3f6-42ce-ad5a-e149e5c9a805,1.29,false,false,mint,en,USD
Volley Veteran,FDN,Foundations,550,normal,uncommon,1,101555,7fc914fe-e699-4a21-aa09-f3573d020b87,0.45,false,false,mint,en,USD
Voracious Greatshark,FDN,Foundations,600,normal,rare,1,101095,c27b40dd-9b2a-4a99-a984-ee9cfdb091a1,0.16,false,false,mint,en,USD
Wardens of the Cycle,FDN,Foundations,125,normal,uncommon,1,100761,83ea9b2c-5723-4eff-88ac-6669975939e3,0.15,false,false,mint,en,USD
Wary Thespian,FDN,Foundations,235,normal,common,3,101574,a3d62d04-0974-4cb5-9a35-5e996c6456e2,0.08,false,false,mint,en,USD
Wildborn Preserver,FDN,Foundations,650,normal,rare,1,100802,8a249d1c-a5fe-48e5-bd9b-e50d8eea391b,0.2,false,false,mint,en,USD
Wildheart Invoker,FDN,Foundations,561,normal,common,1,100581,60f42969-bb5c-4183-8bd3-ba87f008391d,0.24,false,false,mint,en,USD
Wildwood Scourge,FDN,Foundations,236,normal,uncommon,2,100359,36359fb6-fb8c-4382-8555-e348422f116c,0.15,false,false,mint,en,USD
Wilt-Leaf Liege,FDN,Foundations,668,normal,rare,1,100479,4d383bbf-6bb1-4c2c-899b-65d8df9d0889,1.16,false,false,mint,en,USD
Wind-Scarred Crag,FDN,Foundations,271,normal,common,2,100684,759e99df-11a8-4aee-b6bc-344e84e10d94,0.15,false,false,mint,en,USD
Wishclaw Talisman,FDN,Foundations,617,normal,rare,1,100627,69d0f5bd-ccea-49b2-bd79-ad5e4d850cf5,3.05,false,false,mint,en,USD
"Zetalpa, Primal Dawn",FDN,Foundations,584,normal,rare,1,100623,694df80e-77d1-4455-b6f1-58d212267d76,0.25,false,false,mint,en,USD
Zombify,FDN,Foundations,187,normal,uncommon,2,101225,dc798e6f-13c4-457c-b052-b7b65bc83cfe,0.23,false,false,mint,en,USD
